Name,Address,City,State
ROMA PIZZERIA,"3377 BEAUMONT CENETRE CIRCLE, #160",Lexington,KY
NEW SUSHI EXPRESS,455-D SOUTHLAND DR.,Lexington,KY
BLUE REEF - SUSHI & GRILL,1080 S BROADWAY #201,Lexington,KY
HOMEWOOD SUITES-FOOD,249 RUCCIO WAY,Lexington,KY
GOURMET CAFE & CATERING,300 WEST VINE STREET # 200,Lexington,KY
QUEST COMMUNITY CHURCH COFFEE SHOP,410 SPORTING CT.,Lexington,KY
"DEVOTION ENTERPRISES, LLC",4085 HARRODSBURG ROAD,Lexington,KY
DUNBAR HIGH SCHOOL SOFTBALL,1600 MAN-O-WAR BLVD.,Lexington,KY
PIZZA HUT #2972,4240 SARON DR. #B,Lexington,KY
PHO BC,171 WEST LOWRY LANE STE 176,Lexington,KY
BOURBON N'  TOULOUSE,829 EUCLID AVENUE,Lexington,KY
CARINO'S #901,2333 SIR BARTON WAY,Lexington,KY
RESTAURANT AGUASCALIENTES,1400 ALEXANDRIA DRIVE # A,Lexington,KY
STARBUCKS #2687,808 E HIGH ST,Lexington,KY
TOTAL WINE,161 LEXINGTON GREEN CIRCLE  #A-2,Lexington,KY
SAL'S ITALIAN CHOPHOUSE,3373 TATES CREEK ROAD,Lexington,KY
FIRST UNITED METHODIST CHURCH,200 WEST HIGH STREET,Lexington,KY
WEST COAST GOURMET PIZZA,325 W MAIN ST. #140,Lexington,KY
JIN JIN CHINESE RESTAURANT,1060 CHINOE RD PLAZA #148,Lexington,KY
LE DEAUVILLE,199 NORTH LIMESTONE,Lexington,KY
DOODLES,262 NORTH LIMESTONE,Lexington,KY
COMMONWEALTH BAPTIST COLLEGE,3440 VERSAILLES ROAD,Lexington,KY
LEXINGTON DINER,124 NORTH UPPER,Lexington,KY
EDYTHE J HAYES MIDDLE SCHOOL,260 RICHARDSON PLACE,Lexington,KY
SECOND PRESBYTERIAN CHURCH,460 E. MAIN STREET,Lexington,KY
MARRIOTT RESIDENCE INN -FOOD,2688 PINK PIGEON WAY,Lexington,KY
"AFRICA & CARIBBEAN IMPORTS, LLC",1315 WINCHESTER RD STE 349 / 337 STORAGE,Lexington,KY
AFC SUSHI @ KROGER #347,4101 TATES CREEK RD,Lexington,KY
SILVER CUE BILLIARDS BAR/GRILL,694 NEW CIRCLE ROAD NE # 1,Lexington,KY
EL RANCHO TAPATIO TAQUERIA &,144 BURT ROAD,Lexington,KY
COUNTRY COOKIN' BY GEORGE,1801 ALEXANDRIA DR #192,Lexington,KY
DIVA'S,1318 RUSSELL CAVE RD.,Lexington,KY
TED'S MONTANA GRILL,2304 SIR BARTON WAY STE #170,Lexington,KY
CHICK-FIL-A,1863 PLAUDIT PLACE,Lexington,KY
MELLOW MUSHROOM,503 SOUTH UPPER STREET,Lexington,KY
AFC SUSHI @ KROGER #784,704 EUCLID,Lexington,KY
SOUL FRIED,"602 NORTH LIMESTONE, STE A",Lexington,KY
SOUTHERN ACRES CHRISTIAN,301 HARVARD DRIVE,Lexington,KY
THE AMERICAN LEGION POST # 8,1230 MAN-0-WAR PLACE,Lexington,KY
SUBWAY SOUTHLAND,360 SOUTHLAND DRIVE,Lexington,KY
TRINITY HILL CHILD CARE CENTER,210 E. REYNOLDS ROAD,Lexington,KY
CHIPOTLE MEXICAN GRILL OF CO,345 SOUTH LIMESTONE,Lexington,KY
CHINA STAR,196 N. MARTIN LUTHER KING,Lexington,KY
CENTER FOR CLINICAL & TRANSLATIONAL SCIENCE,800 ROSE ST. ROOM C-300,Lexington,KY
CHIPOTLE MEXICAN GRILL #572,2905 RICHMOND ROAD,Lexington,KY
SUBWAY,1070 CHINOE RD STE 140,Lexington,KY
GORDON FOOD SERVICE STORE,1856 PLAUDIT PLACE,Lexington,KY
"LA REINA MICHOACANA, LLC","185 PASADENA DRIVE, SUITE 150",Lexington,KY
MR KABAB,2901 RICHMOND RD #150,Lexington,KY
ALI BABA GROCERY STORE,412 SOUTHLAND DR,Lexington,KY
AUNTIE ANNE'S  PRETZELS,3401 NICHOLASVILLE ROAD  PK 55,Lexington,KY
ARCHITECTURAL KITCHENS & BATHS,345 LAFAYETTE AVE,Lexington,KY
SUBWAY,3320 PARTNER PLACE #108,Lexington,KY
CHINA KITCHEN,"3094 RICHMOND ROAD, SUITE 180",Lexington,KY
NUTRIMAX SMOOTHIES,3001 BLAKE JAMES DR.,Lexington,KY
COMFORT INN,5531 ATHENS-BOONESBORO ROAD,Lexington,KY
CHIPOTLE MEXICAN GRILL OF CO,1869 PLAUDIT PLACE #140,Lexington,KY
THIRD STREET STUFF COFFEE,257 N LIMESTONE ST,Lexington,KY
HAMPTON INN - LEXINGTON,3060 LAKECREST CIRCLE,Lexington,KY
STARBUCKS COFFEE #8734,1869 PLAUDIT PLACE STE 110,Lexington,KY
APPLEBEE'S NEIGHBORHOOD GRILL & BAR,1761 SHARKEY WAY,Lexington,KY
HYATT PREP KITCHEN,410 W VINE ST.,Lexington,KY
SHARKY'S,616 CARVER ROAD,Lexington,KY
STARBUCKS COFFEE #7931,2703 RICHMOND RD,Lexington,KY
TEKKA GRILL & SUSHI,2300 SIR BARTON WAY  #110,Lexington,KY
COMFORT SUITES,3060 FIELDSTONE WAY,Lexington,KY
LEXINGTON FAIRFIELD INN & SUITES,3050 LAKECREST CIRCLE,Lexington,KY
MINIT MART #664,109 TOWN CENTER DRIVE,Lexington,KY
SOLID ROC CAFE,3100 TATES CREEK RD.,Lexington,KY
PUCCINI'S PIZZA,833 CHEVY CHASE PLACE,Lexington,KY
STARBUCKS @ KY CLINIC,745 ROSE ST,Lexington,KY
DOUBLE H BBQ,1244 VERSAILLES RD,Lexington,KY
TALON WINERY PAVILLION,7086 TATES CREEK ROAD,Lexington,KY
"NEW SHANGHAI BISTRO, THE",4101 TATES CREEK CTRE #118,Lexington,KY
SUBWAY #17552 @ WAL-MART,500 W. NEW CIRCLE RD,Lexington,KY
BONEFISH GRILL #7851,2341 SIR BARTON WAY,Lexington,KY
TAJ INDIA INDIAN RESTAURANT,154 PATCHEN DR #68,Lexington,KY
AZUR,3070 LAKECREST CIR STE #550,Lexington,KY
EMERSON CENTER,2050 GARDEN SPRINGS DR,Lexington,KY
LIQUOR BARN,1837 PLAUDIT PLACE,Lexington,KY
SPRINGHILL SUITES LEXINGTON NEAR THE UNIVERSITY,863 S BROADWAY ST,Lexington,KY
SUBWAY #34835,630 E MAIN ST,Lexington,KY
CHRYSALIS HOUSE FAMILY PROGRAM,1588 HILL RISE DR,Lexington,KY
COLD STONE CREAMERY #1869,2337 SIR BARTON WAY,Lexington,KY
RANADA'S BISTRO & BAR,400 OLD VINE ST #108,Lexington,KY
SUBWAY #36137 @WAL-MART,4051 NICHOLASVILLE RD. STE 125,Lexington,KY
EL REY DE-LOS POLLOS & EL REY DE MARISCOS,1485-1 ALEXANDRIA DR.,Lexington,KY
CENTRAL BAPTIST CHURCH,110 WILSON DOWNING RD.,Lexington,KY
IRON CHEF,"3090 OLD TODDS ROAD, STE. #130",Lexington,KY
LITTLE CAESAR'S PIZZA,135 E NEW CIRCLE RD  #110,Lexington,KY
"CINEMARK USA, INC. (FAYETTE MALL)",3800 MALL ROAD,Lexington,KY
THAI STREET FOOD KITCHEN,"3340 CLAYS MILL RD., STE. 110",Lexington,KY
STARBUCKS COFFEE #10075,3809 DYLAN PLACE,Lexington,KY
SPEEDWAY #9397,1281 E NEW CIRCLE RD,Lexington,KY
HOMEWOOD SUITES,2033 BRYANT RD,Lexington,KY
JET'S PIZZA KY 10,"1030 S BROADWAY, #8",Lexington,KY
GRAND TAKO,340 E. NEW CIRCLE ROAD STE.100,Lexington,KY
WENDY'S,1760 SHARKEY WAY,Lexington,KY
COUNTRY INN & SUITES,2297 EXECUTIVE DRIVE,Lexington,KY
JUMP START ENRICHMENT PROGRAM,435 RACE STREET,Lexington,KY
LOGAN'S ROADHOUSE RESTAURANT,140 ROJAY DRIVE,Lexington,KY
"ORIGINAL BROOKLYN PIZZA, THE","3330 PARTNER PL., STE. 124",Lexington,KY
MANDARIN,"2220 NICHOLASVILLE, STE. 120",Lexington,KY
TACK HOUSE PUB,4401 OLD HARRODSBURG ROAD,Lexington,KY
STARBUCKS #9983,870 S. BROADWAY,Lexington,KY
FAYETTE REG. JUV. DET. CTR.,3475 SPURR ROAD,Lexington,KY
EDIBLE ARRANGEMENTS,"3101 RICHMOND ROAD, STE. 304",Lexington,KY
SUPER 8 MOTEL,2351 BUENA VISTA ROAD,Lexington,KY
"CELLAR BAR & GRILL, THE",3256 LANSDOWNE DR #50,Lexington,KY
GOODFELLA'S PIZZA,110 N MILL STREET,Lexington,KY
"ABC 123 LEARNING CENTER, LLC",285 E. SIXTH STREET,Lexington,KY
RICHIE'S RESTAURANT,325 ROOSEVELT BLVD.,Lexington,KY
WENDY'S,5365 ATHENS-BOONESBORO ROAD,Lexington,KY
LA TAQUISA,"130 W. TIVERTON WAY, #190",Lexington,KY
"LOCAL TACO, THE",315 S LIMESTONE,Lexington,KY
SIGNATURE GRILLE,3256 LANSDOWNE DRIVE,Lexington,KY
VIP EARLY LEARNING CENTER,"1392 TRENT BLVD., STE. 3 & 4",Lexington,KY
STARBUCKS COFFEE #10374,2700 WILHITE DRIVE,Lexington,KY
SUPER MERCADO AGUASCALIENTES #5,2220 NICHOLASVILLE RD. STE 156,Lexington,KY
CULVER'S RESTAURANT,360 MEIJER WAY,Lexington,KY
CULVER'S RESTAURANT,2161 PAUL JONES WAY,Lexington,KY
AYAME JAPANESE & GOURMET MARKET,"115 CODELL DRIVE, STE 120",Lexington,KY
SPALDINGS BAKERY,760 WINCHESTER ROAD,Lexington,KY
JEAN FARRIS WINERY,6825 OLD RICHMOND ROAD,Lexington,KY
DARAE & FRIENDS,"3459 BUCKHORN DR., #140",Lexington,KY
TACO BELL #23156,1768 SHARKEY WAY,Lexington,KY
P.F. CHANG'S CHINA BISTRO,3405 NICHOLASVILLE ROAD,Lexington,KY
LEE'S GARDEN,"680 LIMA DRIVE, #110",Lexington,KY
PANDA CUISINE,2358 NICHOLASVILLE ROAD #115,Lexington,KY
IHOP RESTAURANT,1505 E NEW CIRCLE ROAD,Lexington,KY
SUBWAY DELI,2358 NICHOLASVILLE ROAD,Lexington,KY
ONE WORLD ICE CREAM,399 WALLER AVENUE STE. 130,Lexington,KY
B.D.'S MONGOLIAN GRILL,2309 SIR BARTON WAY,Lexington,KY
STARBUCKS #10829,"3401 NICHOLASVILLE RD., PK11",Lexington,KY
"LEARNING EXPERIENCE, THE",2501 SANDERSVILLE ROAD,Lexington,KY
STARBUCKS COFFEE COMPANY #10689,"2320 VERSAILLES RD., STE. 100",Lexington,KY
STARBUCKS @ WT YOUNG LIBRARY,401 HILLTOP AVE,Lexington,KY
EL ESPALON MEXICAN RESTAUANT,"191 JEFFERSON STREET, 1ST FLOOR",Lexington,KY
SAM'S HOT DOGS STAND,105 N. LIMESTONE,Lexington,KY
KARE BEARS,"3155 CUSTER DRIVE, SUITE A",Lexington,KY
CHAMPS SKATE CENTER,297 RUCCIO WAY,Lexington,KY
ATHENS-CHILESBURG ELEMENTARY,900 CHILESBURG ROAD,Lexington,KY
PANERA BREAD #1176,3705 PALOMAR CENTRE DRIVE,Lexington,KY
BRACKTOWN BAPTIST CHURCH,3016 BRACKTOWN ROAD,Lexington,KY
BLUEGRASS TAVERN,115 CHEAPSIDE,Lexington,KY
ARBOR YOUTH SERVICES,536 W. THIRD STREET,Lexington,KY
MOE'S SOUTHWESTERN GRILL,"141 ROJAY DRIVE, STE. 120",Lexington,KY
"FRESH MARKET, THE",3387 TATES CREEK ROAD,Lexington,KY
COFFEA,383 ROSE STREET,Lexington,KY
WALMART MARKET #4413,4230 SARON DRIVE,Lexington,KY
EL CHARRO AUTHENTIC MEXICAN CUISINE,4371 OLD HARRODSBURG RD STE 180/190,Lexington,KY
SUPER MERCADA AQUASCALIENTES-4,2341 WOODHILL DRIVE,Lexington,KY
SMASHING TOMATO RESTAURANT,3801 MALL ROAD,Lexington,KY
MARCO'S PIZZA #1226,2348 NICHOLASVILLE RD STE. 120,Lexington,KY
RED BANG BANG SUSHI,"3801 MALL ROAD, STE. 135",Lexington,KY
WALMART  #3894,2350 GREY LAG WAY,Lexington,KY
SKY 22/AUNTIE ANN'S,"2350 GREY LAG WAY, #160",Lexington,KY
CARAMANDA'S BAKE SHOP,332 SOUTHLAND DRIVE,Lexington,KY
HOP CAT,410 W SHORT STREET,Lexington,KY
AFC SUSHI @ KROGER L-361,1808 ALEXANDRIA DRIVE,Lexington,KY
LEXINGTON SEAFOOD MARKET,867 E. HIGH STREET,Lexington,KY
CHICK-FIL-A AT RICHMOND RD & NEW CIRCLE,2299 RICHMOND ROAD,Lexington,KY
KIDZ KONNECTION CHILD CARE,"1020 INDUSTRY RD., STE. 26",Lexington,KY
YUMMI SUSHI,3387 TATES CREEK RD.,Lexington,KY
SAM SUSHI,"3090 HELMSDALE PLACE, STE. 265",Lexington,KY
JAMBA JUICE,"535 S. UPPER ST., STE. 125",Lexington,KY
PROUD MARY,9079 OLD RICHMOND ROAD,Lexington,KY
SAV'S GRILL,304 S LIMESTONE,Lexington,KY
"CREATIVE KIDS CHILD CARE, INC.",2385 HUGUENARD DRIVE,Lexington,KY
HAPPY CHINA,1301 WINCHESTER RD. #109,Lexington,KY
ZAXBY'S,1772 SHARKEY WAY,Lexington,KY
HOPE CENTER,250 LOUDON AVENUE,Lexington,KY
SONIC 5852,2633 RICHMOND ROAD,Lexington,KY
PRINCE HOOKAH,555 S LIMESTONE,Lexington,KY
RAISING CANE'S CHICKEN FINGERS,544 S. UPPER STREET,Lexington,KY
SUPER MERCADO AGUASCALIENTES,459 W. NEW CIRCLE RD,Lexington,KY
RAISING CANE'S CHICKEN FINGERS,2201 WAR ADMIRAL WAY,Lexington,KY
MOD SUPERFAST PIZZA,2217 WAR ADMIRAL WAY,Lexington,KY
"MESSNER HOME RESIDENTIAL CARE HOME,",708 HILL RISE COURT,Lexington,KY
CHEDDAR'S #2137,3094 HELMSDALE PL,Lexington,KY
STARBUCKS #14259,2320 ELKHORN ROAD,Lexington,KY
PEPPERS MEXICAN GRILL,4000 TERMINAL DR,Lexington,KY
SUSHI BLUE,"185 PASADENA DRIVE, #130",Lexington,KY
KROGER L-768,1600 LEESTOWN RD.  SUITE 150,Lexington,KY
AFC SUSHI @ KROGER #768,"1600 LEESTOWN ROAD, STE 150",Lexington,KY
HOLIDAY INN EXPRESS,1000 EXPORT ST.,Lexington,KY
FEED THE HUNGRY,811 BRYAN AVENUE,Lexington,KY
CREATIVE BEGINNINGS,2050 VERSAILLES RD. PEDS BLDG.,Lexington,KY
NEW BEGINNINGS EARLY LEARNING CENTER,585 W. MAIN ST.,Lexington,KY
SAUL GOOD RESTAURANT AND PUB,"3801 MALL ROAD, SUITE 120",Lexington,KY
THE BACKDOOR,6270 ATHENS WALNUT HILL RD.,Lexington,KY
MOLLY BROOKES IRISH BAR,109 N LIMESTONE ST,Lexington,KY
BAYMONT INN AND SUITES,2221 ELKHORN,Lexington,KY
PANADERIA TORREON,1930 OXFORD CIRCLE,Lexington,KY
KIDS UNLIMITED,1365 DEVONPORT DRIVE,Lexington,KY
ASHLAND AVE. BAPTIST CHURCH,483 W. REYNOLDS RD.,Lexington,KY
LITTLE CAESAR'S PIZZA,3805 DYLAN PLACE #110,Lexington,KY
LA CASA DE MAMA,1424 VERSAILLES RD,Lexington,KY
COMMON GROUNDS,4772 HARTLAND PARKWAY #128,Lexington,KY
"SMASHING TOMATO 2, LLC",2200 WAR ADMIRAL WAY,Lexington,KY
VINAIGRETTE SALAD KITCHEN,"2200 WAR ADMIRAL WAY, STE 195",Lexington,KY
LYLES BBQ COMPANY,3101 CLAYS MILL RD STE 301,Lexington,KY
CHICK-FIL-A,2514 NICHOLASVILLE RD,Lexington,KY
MALONE'S,3735 PALOMAR CENTRE DRIVE,Lexington,KY
EMBRACE UNITED METHODIST CHURCH,1015 N LIMESTONE ST.,Lexington,KY
HOLIDAY INN EXPRESS,1780 SHARKEY WAY,Lexington,KY
QDOBA MEXICAN GRILL #2524,3735 PALOMAR DR #65,Lexington,KY
SHANGHAI BISTRO,"2200 WAR ADMIRAL WAY, STE #170",Lexington,KY
PUCCINI'S,3801 DYLAN PL. STE 150,Lexington,KY
EL MARIACHI MEXICAN RESTAURANT,125 TOWNE CENTER DR STE 115,Lexington,KY
WILLIAM W BROWN ELEMENTARY,555 E. 5TH STREET,Lexington,KY
SANDERSVILLE ELEMENTARY SCHOOL,3025 SANDERSVILLE RD,Lexington,KY
WINE & MARKET,486 W. 2ND ST.,Lexington,KY
LIBERTY ELEMENTARY SCHOOL,2585 LIBERTY ROAD,Lexington,KY
COCINA EL SABOR JAROCHO,1414 VILLAGE DR.,Lexington,KY
ARCHANINE THAI KITCHEN,"162 TODDS ROAD, SUITE 110",Lexington,KY
NEWTOWN PIKE FOODMART,771 NEWTOWN PIKE,Lexington,KY
ZAXBY'S,531 W NEW CIRCLE RD,Lexington,KY
PRO SHAKES NUTRITION,340 E. NEW CIRCLE RD #130,Lexington,KY
ST. LUKE UNITED METHODIST CHURCH,2351 ALUMNI DRIVE,Lexington,KY
AFC SUSHI @ KROGER #767,3175 BEAUMONT CNTR CIRCLE,Lexington,KY
KROGER L-767,3175 BEAUMONT CENTRE CIRCLE,Lexington,KY
ZAXBY'S,104 SAND LAKE DR,Lexington,KY
SOUNDBAR,208 S LIMESTONE ST.,Lexington,KY
PARADIES SHOPS #9370,"4000 TERMINAL DR., STE 122",Lexington,KY
"S.E.C., THE",4379 OLD HARRODSBURG RD #110,Lexington,KY
FAIRFIELD INN & SUITES,2100 HACKNEY PLACE,Lexington,KY
LAS PRINCESAS,STATE MOBILE,Lexington,KY
CHILDCARE NETWORK #256,3650 BOSTON RD SUITE L-1,Lexington,KY
KIDS HOUSE CHILDCARE,1891 AUGUSTA DR,Lexington,KY
SKYBAR - LEXINGTON,269 W MAIN ST.,Lexington,KY
BURGER KING #17304,2548 RICHMOND ROAD,Lexington,KY
TINKER'S CAKE SHOP,317 WEST MAXWELL STREET,Lexington,KY
DUDLEY'S RESTAURANT,259 W SHORT ST,Lexington,KY
MONKEY JOE'S,1850 BRYANT ROAD,Lexington,KY
CENTRO AMERICANO,1426 VILLAGE DR,Lexington,KY
GIGI'S CUPCAKES,2703 RICHMOND RD STE 120,Lexington,KY
BIG CITY PIZZA,1060 CHINOE RD #128,Lexington,KY
LEXUS DEALERSHOP,1264 E. NEW CIRCLE RD,Lexington,KY
VINAIGRETTE SALAD KITCHEN,3735 PALOMAR CENTRE DR STE 180,Lexington,KY
MICROTEL INN,2240 BUENA VISTA DR,Lexington,KY
"SOUP KITCHEN, THE",376 SOUTHLAND DRIVE,Lexington,KY
APOTHECARY CAFE,789 S LIMESTONE,Lexington,KY
PAQUITOS ICE CREAM,1388 ALEXANDERIA DR STE 5,Lexington,KY
MR. GYROS (STATE MOBILE),442 RETRAC ROAD,Lexington,KY
BODEGA BY LEXINGTON PASTA,227 NORTH LIMESTONE,Lexington,KY
"PRESS JUICE BAR & CAFE, THE",191 KENTUCKY AVE.,Lexington,KY
COFFEE HOUSE DBA MINTON'S CAFE,760 N. LIMESTONE,Lexington,KY
MOVEABLE FEAST,474 SILVER MAPLE WAY,Lexington,KY
LEXINGTON RESIDENCE INN,3110 WALL STREET,Lexington,KY
"SWEET STOP, THE",3401 NICHOLASVILLE RD,Lexington,KY
"GIFT BOX &  TEA ROOM, THE",3330 PARTNER PLACE,Lexington,KY
MARCO'S PIZZA #1172,115 N LOCUST HILL DR. #117,Lexington,KY
WING ZONE,351 SOUTHLAND DR.,Lexington,KY
CHILDCARE NETWORK #258,1748 ALYSHEBA WAY,Lexington,KY
ORANGE LEAF - SELF SERVE FROZE,"152 WEST TIVERTON WAY, STE 170",Lexington,KY
EL GRAN TAKO #2,1801 ALEXANDRIA DR. # 156,Lexington,KY
SULLIVAN UNIVERSITY-LEX CAMPUS,2355 HARRODSBURG RD,Lexington,KY
DAD'S FAVORITES,"820 LANE ALLEN, STE 148",Lexington,KY
MAD MUSHROOM OF CLAYS MILL INC,3340 CLAYS MILL RD,Lexington,KY
MAIN STREET DELI,380 WEST MAIN,Lexington,KY
WING ZONE,580 EUREKA SPRINGS DR. #A,Lexington,KY
UNCLE'S SEVENS,628 DELZAN,Lexington,KY
DEJA VU,"485 NEW CIRCLE RD, NW",Lexington,KY
CREAUX,310 W SHORT ST,Lexington,KY
NICK RYAN'S,157 JEFFERSON STREET,Lexington,KY
HAPPY PANDA,117 TOWN CENTER DR,Lexington,KY
PANDA EXPRESS #2113,2433 NICHOLASVILLE RD,Lexington,KY
JIMMY JOHN'S,3735 PALOMAR CTR DR #20,Lexington,KY
TROPICAL SMOOTHIE CAFE',3181 BEAUMONT CTR. STE 112,Lexington,KY
CHOCOLATE HOLLER,"400 OLD VINE STREET, SUITE 104",Lexington,KY
FIRST PRESBYTERIAN CHURCH,171 MARKET ST,Lexington,KY
NAT'S,111 S UPPER ST,Lexington,KY
EXPRESS 34,430 W VINE ST.,Lexington,KY
OLE' HOOKERS BAR,205 S LIMESTONE ST.,Lexington,KY
SCHOOL RESTAURANT,163 W SHORT STREET,Lexington,KY
CASUAL PINT,233 E MAIN STREET,Lexington,KY
KITCHEN ON HIGH,1226 VERSAILLES RD,Lexington,KY
LA PRINCESA SUPER MARCADO,1430 VILLAGE DR,Lexington,KY
AFC SUSHI @ KROGER #737,1060 CHINOE RD.,Lexington,KY
TOLLY HO RESTAURANT,606 S BROADWAY,Lexington,KY
WONG WONG RESTAURANT,458 SOUTHLAND DR,Lexington,KY
"CRUST, SMASHING TOMATO 3, LLC, DBA",2573 RICHMOND RD STE 170,Lexington,KY
JET'S PIZZA,"3901 HARRODSBURG RD., STE 120",Lexington,KY
MINI MOVERS LEARNING CENTER,338 BLACKBURN AVE.,Lexington,KY
HAMPTON INN,2251 ELKHORN RD.,Lexington,KY
GUESTHOUSE INN & SUITES,2261 ELKHORN ROAD,Lexington,KY
"WILD THYME, LLC",1060 CHINOE RD. SUITE 108,Lexington,KY
WELLINGTON ELEMENTARY SCHOOL,3280 KEITHSHIRE DRIVE,Lexington,KY
AFC SUSHI @ KROGER L-359,1650 BRYAN STATION ROAD,Lexington,KY
PARLAY SOCIAL,249 W SHORT ST. #101,Lexington,KY
FIREHOUSE SUBS,1781 SHARKEY WAY,Lexington,KY
ATHENIAN GRILL,"115 N. LOCUST HILL DR, SUITE 109",Lexington,KY
VINAIGRETTE SALAD KITCHEN,1781 SHARKEY WAY #130,Lexington,KY
"COUNTRY BOY BREWING, LLC",436 CHAIR AVE,Lexington,KY
JIMMY JOHN'S,2535 NICHOLASVILLE STE #130,Lexington,KY
SAV'S CHILL,289 S LIMESTONE ST,Lexington,KY
BABYCAKES CUPCAKES,1616 LIBERTY ROAD,Lexington,KY
MORNING POINTE OF LEXINGTON,233 RUCCIO WAY,Lexington,KY
APIARY CATERING & EVENTS,218 W JEFFERSON ST,Lexington,KY
RICHMOND PLACE REHABILITATION  AND HEALTH,2770 PALUMBO DRIVE,Lexington,KY
"CHEN OSAKA , INC","3805 DYLAN PLACE, STE 130",Lexington,KY
THOROUGHBRED CLUB OF AMERICA,3555 RICE ROAD,Lexington,KY
BLUE DOOR SMOKEHOUSE,226 WALTON AVE,Lexington,KY
MC ALISTER'S DELI,836 EUCLID AVE #105,Lexington,KY
GRAETER'S ICE CREAM,836 EUCLID AVE,Lexington,KY
BRYAN STATION BASEBALL BOOSTER CONCESSION,201 EASTIN DR,Lexington,KY
WEST SIXTH COMPANY,"501 W SIXTH STREET, STE 100",Lexington,KY
FIVE GUYS BURGERS & FRIES,3090 HELMSDALE PLACE STE. 370,Lexington,KY
LEXINGTON COURTYARD,3100 WALL STREET,Lexington,KY
PAPA MURPHY'S,1890 STAR SHOOT PKWY,Lexington,KY
KENTUCKY ALE TAP ROOM,4000 TERMINAL DR.,Lexington,KY
"WEEKLY JUICERY, THE",436 OLD VINE STREET,Lexington,KY
SHAKESPEARE AND CO DOWNTOWN LEX LLC,367 W SHORT ST,Lexington,KY
LAFAYETTE HS SOFTBALL CONCESSION,401 REED LANE,Lexington,KY
JACOBS CAFETERIA (HOPE CENTER),299 W LOUDON AVE,Lexington,KY
HENRY CLAYS PUBLIC HOUSE,112 N UPPER ST.,Lexington,KY
DRAGON BALL ICE CREAM,3401 NICHOLASVILLE RD. SUITE 311,Lexington,KY
SWEET TOOTH FAIRY STATE MOBILE,634 EDEN ROAD,Lexington,KY
FAMILY CARE CENTER (LFUCG),1135 HARRY SYKES WAY,Lexington,KY
CITY BBQ,3292 RICHMOND RD.,Lexington,KY
BRYAN STATION FOOTBALL CONCESSION,201 EASTIN RD.,Lexington,KY
TEXAS ROADHOUSE,3030 LAKECREST CIRCLE,Lexington,KY
BLUE DEVILS FOOTBALL BOOSTERS,2100 FONTAINE RD.,Lexington,KY
CHILD DEVELOPMENT CENTER OF THE BLUEGRASS,290 ALUMNI DR.,Lexington,KY
FIRST WATCH,3071 RICHMOND RD.,Lexington,KY
NORTH LIME COFFEE AND DONUTS,575 N LIMESTONE,Lexington,KY
"WILLOWS AT HAMBURG, THE",2531 OLD ROSE BUD RD.,Lexington,KY
ARCADIUM,574 N LIMESTONE,Lexington,KY
"BLUE HERON, THE",185 JEFFERSON ST.,Lexington,KY
BASKIN ROBBINS,3061 FIELDSTONE WAY #1400,Lexington,KY
MEMORIAL COLISEUM WEST,201 AVENUE OF CHAMPIONS,Lexington,KY
"CHILL SPOT LOUNGE, THE","680 LIMA DR, STE 150-160",Lexington,KY
BURGERFI,"141 ROJAY DR, STE 110",Lexington,KY
GUCKENHEIMER TEMPURPEDIC,1000 TEMPUR WAY,Lexington,KY
BRICK OVEN PIZZERIA,4371 OLD HARRODSBURG RD #160,Lexington,KY
NAPA PRIME,319 CEDAR ST,Lexington,KY
COWBOY BRAZILIAN STEAK HOUSE,2041 RICHMOND RD,Lexington,KY
SLEEP INN,1920 PLAUDIT PLACE,Lexington,KY
LOCO TACO,1764 COSTIGAN DR,Lexington,KY
HEAVENLY HAM,"171 W LOWRY LANE, SUITE 180",Lexington,KY
"WILLOWS AT HAMBURG, THE (LEGACY)",2531 OLD ROSEBUD RD.,Lexington,KY
COUNTY CLUB,555 JEFFERSON ST.,Lexington,KY
GRAETER'S ICE CREAM,1925 JUSTICE DR. SUITE 180,Lexington,KY
MI MEXICO RESTAURANT,818 E NEW CIRCLE RD.,Lexington,KY
KY HORSE PARK ALLTECH #5,4089 IRONWORKS PIKE,Lexington,KY
CAFE PADDOCK / KY HORSE PARK,4089 IRONWORKS PKWY,Lexington,KY
GRAZE,207 S LIMESTONE,Lexington,KY
CLAWDADDY'S,128 N BROADWAY,Lexington,KY
TASTE OF INDIA,2467 NICHOLASVILLE RD,Lexington,KY
MORNING POINTE,150 SHORE SIDE DR,Lexington,KY
GOLD STAR CHILI,3735 PALOMAR CENTER DR STE 10,Lexington,KY
THE BAR @ BLUE STALLION,610 W THIRD ST,Lexington,KY
LATIN LEX LOUNGE,1439 ALEXANDRIA DR,Lexington,KY
SMITHTOWN SEAFOOD,501 W SIXTH ST SUITE 110,Lexington,KY
LYLES BBQ COMPANY,3401 NICHOLASVILLE RD. FC-03,Lexington,KY
SMART BEEZ LEARNING CENTER,435 SOUTHLAND,Lexington,KY
FIRST WATCH SIMPSON CENTER,"1080 S BROADWAY, STE 301",Lexington,KY
SAUL GOOD RESTAURANT / PUB #3,123 N BROADWAY,Lexington,KY
GINGER WASABI SUSHI & GRILL,103 W MAXWELL ST,Lexington,KY
"NEW CREATION CHILDCARE, LLC",1037 INDUSTRY ROAD,Lexington,KY
