,Name,Street,City,State
1120,LEX-AVI FOODSYSTEMS BLDG 32,740 NEW CIRCLE RD  BLDGS 32-35,Lexington,Kentucky
1121,LEXHANWOORI RESTAURANT,371 S. LIMESTONE,Lexington,Kentucky
1122,"LEXINGTON BLUE SUSHI,  LLC",105 SUMMIT AT FRITZ PARK STE 130,Lexington,Kentucky
1123,LEXINGTON CATHOLIC HIGH SCHOOL,2250 CLAYS MILL RD,Lexington,Kentucky
1124,LEXINGTON CATHOLIC SR HIGH,2250 CLAYS MILL RD,Lexington,Kentucky
1125,LEXINGTON COUNTRY CLUB,2550 PARIS PIKE,Lexington,Kentucky
1126,LEXINGTON COUNTRY PLACE,700 MASON HEADLEY ROAD,Lexington,Kentucky
1127,LEXINGTON COURTYARD,3100 WALL STREET,Lexington,Kentucky
1129,LEXINGTON FAIRFIELD INN & SUITES,3050 LAKECREST CIRCLE,Lexington,Kentucky
1131,LEXINGTON ICE CENTER,560 EUREKA SPRINGS DRIVE,Lexington,Kentucky
1132,LEXINGTON JUNIOR ACADEMY,968 LANE ALLEN RD,Lexington,Kentucky
1133,LEXINGTON RESCUE MISSION,444 GLEN ARVIN AVE,Lexington,Kentucky
1134,LEXINGTON RESIDENCE INN,3110 WALL STREET,Lexington,Kentucky
1135,"LEXINGTON ROOSTERS, LLC",124 MARKETPLACE DRIVE,Lexington,Kentucky
1137,"LEXINGTON SCHOOL, THE",1050 LANE ALLEN RD,Lexington,Kentucky
1138,LEXINGTON SEAFOOD MARKET,867 E. HIGH STREET,Lexington,Kentucky
1140,LEXINGTON SENIOR CITIZENS CENTER,795 LIFE LANE,Lexington,Kentucky
1141,LEXINGTON TENNIS CLUB SNACKBAR,410 REDDING ROAD,Lexington,Kentucky
1142,LEXINGTON TRADITIONAL MAGNET SCHOOL,350 N LIMESTONE ST,Lexington,Kentucky
1144,LEXMARK CENTER FOR CHILDREN,500 PARK PLACE,Lexington,Kentucky
1145,"LEXMARK-AVI FOODSYSTEMS, BLDG #3",740 NEW CIRCLE RD,Lexington,Kentucky
1146,LEXUS DEALERSHOP,1264 E. NEW CIRCLE RD,Lexington,Kentucky
1147,LIBERTY ELEMENTARY SCHOOL,2585 LIBERTY ROAD,Lexington,Kentucky
1148,LIBERTY RIDGE SENIOR LIVING,701 LIBERTY RIDGE LN,Lexington,Kentucky
1150,"LIGHTHOUSE MINISTRIES, THE",190 SPRUCE ST,Lexington,Kentucky
1153,LINKBELT,2651 PALUMBO DRIVE,Lexington,Kentucky
1154,LINLEE,2420 SPURR ROAD,Lexington,Kentucky
1155,LIQUOR BARN,1837 PLAUDIT PLACE,Lexington,Kentucky
1157,LIQUOR BARN @ CORNER DELI,921 BEAUMONT CENTRE PKWY,Lexington,Kentucky
1159,LITTLE BEGINNERS CHILD DEVELOPMENT CENTER,474 STONE RD,Lexington,Kentucky
1160,LITTLE CAESAR'S,3031 RICHMOND RD #110,Lexington,Kentucky
1162,LITTLE CAESAR'S PIZZA,2003 VERSAILLES ROAD,Lexington,Kentucky
1169,LITTLE LEXINGTON ACADEMY,4383 OLD HARRODSBURG RD STE 145,Lexington,Kentucky
1170,"LITTLE TOT'S LEARNING CTR, LLC",3580 CAULDER RD,Lexington,Kentucky
1171,LOCALS,701 NATIONAL AVE.,Lexington,Kentucky
1172,LOGAN'S ROADHOUSE,1908 PAVILLION WAY,Lexington,Kentucky
1175,LOGAN'S ROADHOUSE RESTAURANT,140 ROJAY DRIVE,Lexington,Kentucky
1177,LONG JOHN SILVER'S #12,2197 VERSAILLES ROAD,Lexington,Kentucky
1178,LONGHORN STEAK HOUSE #5187,2217 HARRODSBURG RD,Lexington,Kentucky
1179,LORADALE MARKET,6888 RUSSELL CAVE RD.,Lexington,Kentucky
1183,LOS TRES LOCOS,572 E LOUDON AVE,Lexington,Kentucky
1184,LOUDON SQUARE BUFFET,801 NORTH BROADWAY,Lexington,Kentucky
1187,LUCY'S KITCHEN,1812 AUGUSTA CT APT 8,Lexington,Kentucky
1188,LUNDY'S OF LEXINGTON,1389 PRIDEMORE COURT,Lexington,Kentucky
1190,LUSSI BROWN COFFEE BAR,114 CHURCH STREET,Lexington,Kentucky
1191,LYLES BBQ COMPANY,3101 CLAYS MILL RD STE 301,Lexington,Kentucky
1194,LYNAGH'S,384 WOODLAND AVENUE,Lexington,Kentucky
1196,LYNAGH'S SHAMROCK BAR & GRILL,154 PATCHEN DRIVE #87A,Lexington,Kentucky
1197,MAD MUSHROOM OF UK,561 S BROADWAY STE 135,Lexington,Kentucky
1199,MAGEE'S BAKERY,724 -726 E MAIN ST,Lexington,Kentucky
1203,MAGNOLIA SPRINGS LEXINGTON,2701 MAGNOLIA SPRINGS DRIVE,Lexington,Kentucky
1204,MAI THAI RESTAURANT,304 SOUTHLAND DR,Lexington,Kentucky
1206,MAIN EXPOSITION (EAST),430 W. VINE STREET,Lexington,Kentucky
1207,MAIN KITCHEN/ GRANDSTAND,4201 VERSAILLES RD.,Lexington,Kentucky
1208,MAIN PANTRY,4201 VERSAILLES RD,Lexington,Kentucky
1209,MAIN STREET DELI,380 WEST MAIN,Lexington,Kentucky
1210,MAKE A CAKE CUPCAKE BAR,"740 NATIONAL AVE, STE 130",Lexington,Kentucky
1211,MALABU PUB AND GRILLE,239 SURFSIDE DR,Lexington,Kentucky
1212,MALIBU GRILL & CHILL/THE ORIGINAL BROOKLYN PIZZA,2520 NICHOLASVILLE RD,Lexington,Kentucky
1213,MALONE'S,1920 PLEASANT RIDGE DR,Lexington,Kentucky
1217,MALONE'S - DRAKE'S,3347 TATES CREEK RD,Lexington,Kentucky
1221,MALONE'S PRIME/OBC,3373 TATES CREEK ROAD,Lexington,Kentucky
1223,MANCHESTER COFFE CO.,903 MANCHESTER ST #180,Lexington,Kentucky
1225,MANCINO'S,1590 -A LEESTOWN RD,Lexington,Kentucky
1226,MANDARIN,"2220 NICHOLASVILLE, STE. 120",Lexington,Kentucky
1230,MARATHON FOOD MART,1840 BRYAN STATION ROAD,Lexington,Kentucky
1236,MARATHON MART,300 N. MARTIN LUTHER KING BLVD,Lexington,Kentucky
1240,"MARATHON, SPEAKS",1900 NEWTOWN PIKE,Lexington,Kentucky
1242,MARCO'S PIZZA #1172,115 N LOCUST HILL DR. #117,Lexington,Kentucky
1243,MARCO'S PIZZA #1226,2348 NICHOLASVILLE RD STE. 120,Lexington,Kentucky
1244,MARIA'S KITCHEN,805 N BROADWAY,Lexington,Kentucky
1245,MARIKKA'S RESTAURANT,411 SOUTHLAND DRIVE,Lexington,Kentucky
1247,MARINO'S DAY CARE CENTER,130 WEST FIFTH STREET,Lexington,Kentucky
1248,MARRIOTT 19TH HOLE @ GRIFFIN GATE,1800 NEWTOWN PIKE,Lexington,Kentucky
1249,MARRIOTT GRIFFIN GATE- STARBUCKS/GIFT SHOP,1800 NEWTOWN PIKE,Lexington,Kentucky
1253,MARRIOTT RESIDENCE INN -FOOD,2688 PINK PIGEON WAY,Lexington,Kentucky
1255,MARTIN LUTHER KING ACADEMY,2200 LIBERTY RD,Lexington,Kentucky
1256,MARTINE'S PASTRIES,400 E. THIRD ST,Lexington,Kentucky
1258,MARY QUEEN HOLY ROSARY SCHOOL,605 HILL N DALE,Lexington,Kentucky
1259,MARY TODD ELEMENTARY SCHOOL,551 PARKSIDE DR,Lexington,Kentucky
1260,MAXWELL ELEMENTARY SCHOOL,333 WOODLAND AVE,Lexington,Kentucky
1261,MAXWELL ST. PRESBYTERIAN CHUR.,180 E. MAXWELL STREET,Lexington,Kentucky
1262,MAYFAIR MANOR,3300 TATES CREEK ROAD,Lexington,Kentucky
1263,MAYFAIR VILLAGE,3310 TATES CREEK ROAD,Lexington,Kentucky
1265,MC ALISTER'S DELI,836 EUCLID AVE #105,Lexington,Kentucky
1267,MCCARTHY'S IRISH BAR,117 S UPPER ST,Lexington,Kentucky
1268,MCDONALD'S,357 SOUTH LIMESTONE,Lexington,Kentucky
1284,MCDONALD'S #6111,1114 E NEW CIRCLE RD,Lexington,Kentucky
1285,MCDONALD'S RESTAURANT,3765 PALOMAR CENTRE,Lexington,Kentucky
1286,MCDONALD'S RESTAURANT #1231,2483 NICHOLASVILLE ROAD,Lexington,Kentucky
1287,MCDONALD'S RESTAURANT #23458,1620 LEESTOWN ROAD,Lexington,Kentucky
1288,MCDONALD'S RESTAURANT #36629,2359 RICHMOND RD,Lexington,Kentucky
1289,MCDONALD'S RESTAURANT #989,2321 VERSAILLES RD,Lexington,Kentucky
1291,MEADOWTHORPE ASSISTED LIVING,171 LEESTOWN CENTER WAY,Lexington,Kentucky
1292,MEADOWTHORPE ELEM SCHOOL,1710 FORBES RD,Lexington,Kentucky
1293,MEALS ON WHEELS,460 EAST MAIN STREET,Lexington,Kentucky
1296,MEGAMINDS EDUCARE,679 LIMA DRIVE,Lexington,Kentucky
1298,MEIJER #184,351 WEST REYNOLDS RD,Lexington,Kentucky
1302,MEIJER GAS STATION #184,391 WEST REYNOLDS RD,Lexington,Kentucky
1304,MEIJER GREAT LAKES #161 - GAS,2145 SIR BARTON WAY,Lexington,Kentucky
1308,MEIJER GREAT LAKES LP #161,2155 SIR BARTON WAY,Lexington,Kentucky
1310,MEMORIAL COLISEUM EAST,201 AVENUE OF CHAMPIONS,Lexington,Kentucky
1311,MEMORIAL COLISEUM WEST,201 AVENUE OF CHAMPIONS,Lexington,Kentucky
1312,MERRICK INN,1074 MERRICK DRIVE,Lexington,Kentucky
1314,METROPOLITAN DONUTS & COFFEE,3070 LAKECREST CIRCLE #600,Lexington,Kentucky
1315,MI MEXICO RESTAURANT,818 E NEW CIRCLE RD.,Lexington,Kentucky
1317,MI PEQUENA HACIENDA,3501 LANSDOWNE DR,Lexington,Kentucky
1318,MICROTEL INN,2240 BUENA VISTA DR,Lexington,Kentucky
1320,MIDDLE FORK KITCHEN BAR,1224 MANCHESTER ST SUITE 110,Lexington,Kentucky
1321,MIDWAY FOOD MART,3895 WINCHESTER ROAD,Lexington,Kentucky
1327,MILK AND HONEY PRESCHOOL,2700 TODDS ROAD,Lexington,Kentucky
1328,MILLCREEK ELEMENTARY SCHOOL,3660 APPIAN WAY,Lexington,Kentucky
1329,MIMI'S SOUTHERN STYLE COOKING,126 E NEW CIRCLE ROAD,Lexington,Kentucky
1332,MINGLEWOOD,159 NORTH LIMESTONE,Lexington,Kentucky
1333,MINI MOVERS LEARNING CENTER,338 BLACKBURN AVE.,Lexington,Kentucky
1334,MINIT MART #653,5521 ATHENS-BOONESBORO ROAD,Lexington,Kentucky
1336,MINIT MART #662,1998 HARRODSBURG ROAD,Lexington,Kentucky
1343,MINIT MART #663,4560 IRON WORKS PIKE,Lexington,Kentucky
1347,MINIT MART #664,109 TOWN CENTER DRIVE,Lexington,Kentucky
1349,MINIT MART #667,4096 NICHOLS PARK DR,Lexington,Kentucky
1353,MINIT MART #668,3110 RICHMOND ROAD,Lexington,Kentucky
1357,MINIT MART #670,1070 NEWTOWN PIKE,Lexington,Kentucky
1359,MINIT MART #671,3790 PALOMAR CENTRE DRIVE,Lexington,Kentucky
1361,MINIT MART #672,1949 NORTH BROADWAY,Lexington,Kentucky
1363,MINIT MART #673,2420 RICHMOND ROAD,Lexington,Kentucky
1367,MINIT MART #674,435 W NEW CIRCLE ROAD,Lexington,Kentucky
1369,MINIT MART #676,905 S LIMESTONE ST,Lexington,Kentucky
1370,MINIT MART #677,1975 NICHOLASVILLE RD,Lexington,Kentucky
1372,MINIT MART #678,4201 SARON DRIVE,Lexington,Kentucky
1382,MINIT MART #679,2300 VERSAILLES RD,Lexington,Kentucky
1384,MINIT MART #680,930 SOUTH BROADWAY,Lexington,Kentucky
1388,MIRACLES & WONDERS PLAY & LEARN CNTR,1183 DEVONPORT DRIVE,Lexington,Kentucky
1390,MIRROR TWIN BREWING,723 NATIONAL AVENUE,Lexington,Kentucky
1392,MIRROR TWIN BREWING CO,725 NATIONAL AVE,Lexington,Kentucky
1394,MISSY'S PIE SHOP,502 EAST HIGH ST,Lexington,Kentucky
1396,MISTER SOFTEE STATE MOBILE,1063 REDWOOD DRIVE,Lexington,Kentucky
1397,MIYAKO POKE BOWL,867 S BROADWAY STE 110,Lexington,Kentucky
1398,"MIYAKO, LLC",2547 RICHMOND ROAD,Lexington,Kentucky
1400,MOD PIZZA,"4101 TATES CREEK CENTRE , STE 140",Lexington,Kentucky
1401,MOD SUPERFAST PIZZA,2217 WAR ADMIRAL WAY,Lexington,Kentucky
1403,MOE'S SOUTHWEST GRILL,"3401 NICHOLASVILLE RD, FC-6",Lexington,Kentucky
1406,MOE'S SOUTHWESTERN GRILL,"141 ROJAY DRIVE, STE. 120",Lexington,Kentucky
1408,MOLLY BROOKES IRISH BAR,109 N LIMESTONE ST,Lexington,Kentucky
1409,MONKEY JOE'S,1850 BRYANT ROAD,Lexington,Kentucky
1411,MORNING POINTE,150 SHORE SIDE DR,Lexington,Kentucky
1412,MORNING POINTE OF LEXINGTON,233 RUCCIO WAY,Lexington,Kentucky
1414,MORTON MIDDLE SCHOOL,1225 TATES CREEK RD,Lexington,Kentucky
1415,"MOUSE TRAP, THE",3323 TATES CREEK ROAD,Lexington,Kentucky
1417,MOVEABLE FEAST,474 SILVER MAPLE WAY,Lexington,Kentucky
1418,MR. BREWS TAPHOUSE,220 RUCCIO WAY SUITE 110,Lexington,Kentucky
1419,MR. ED'S DELI,937 WINCHESTER RD,Lexington,Kentucky
1421,MR. GYROS (STATE MOBILE),442 RETRAC ROAD,Lexington,Kentucky
1422,MR. KRABS & BEAN'S B.B.Q.,417 GEORGETOWN ST. STE 130,Lexington,Kentucky
1424,NAIL BAR & SPA,"2304 SIR BARTON WAY, STE 125",Lexington,Kentucky
1426,"NATHANIEL MISSIONARY SOCIETY,INC",1109 VERSAILLES ROAD,Lexington,Kentucky
1428,NATHANS FOODS,2548 LANGSTANE LN,Lexington,Kentucky
1432,NAZ THREE BP,781 E NEW CIRCLE RD,Lexington,Kentucky
1436,NEFERTITI,"1301 WINCHESTER RD, SUITE 81",Lexington,Kentucky
1438,NEIGHBORHOOD GROCERY,215 E. SEVENTH STREET,Lexington,Kentucky
1446,NEPMART GROCERY,2350 WOODHILL DR STE  172,Lexington,Kentucky
1447,"NEST, THE",530 NORTH LIMESTONE,Lexington,Kentucky
1449,NEW BEGINNINGS EARLY LEARNING CENTER,585 W. MAIN ST.,Lexington,Kentucky
1450,"NEW CREATION CHILDCARE, LLC",1037 INDUSTRY ROAD,Lexington,Kentucky
1451,NEW GREAT WALL,393 WALLER AVE. #14,Lexington,Kentucky
1454,"NEW SHANGHAI BISTRO, THE",4101 TATES CREEK CTRE #118,Lexington,Kentucky
1455,NEW SUSHI EXPRESS,455-D SOUTHLAND DR.,Lexington,Kentucky
1456,NEWK'S EATERY,"2369 RICHMOND RD, #110",Lexington,Kentucky
1458,NEWTOWN PIKE FOODMART,771 NEWTOWN PIKE,Lexington,Kentucky
1460,NICK RYAN'S,157 JEFFERSON STREET,Lexington,Kentucky
1462,"NO BAKED LOUISVILLE, LLC",3735 PALOMAR CENTRE DR. STE 220,Lexington,Kentucky
1463,NOODLES AND COMPANY,2468 NICHOLASVILLE ROAD,Lexington,Kentucky
1464,NORTH LIME COFFEE & DONUTS,3101 CLAYS MILL ROAD 300A,Lexington,Kentucky
1466,NORTH LIME COFFEE AND DONUTS,575 N LIMESTONE,Lexington,Kentucky
1468,NORTH STAR ACADEMY,1816 BRYAN STATION ROAD,Lexington,Kentucky
1470,NORTHERN CAL RIPKIN,612 BRYANWOOD PKWY,Lexington,Kentucky
1471,NORTHERN ELEMENTARY SCHOOL,340 ROOKWOOD PKWY,Lexington,Kentucky
1473,NORTHPOINT HEALTHCARE CENTER,1500 TRENT BLVD.,Lexington,Kentucky
1474,NOTHING BUNDT CAKES,2358 NICHOLASVILLE RD STE 145,Lexington,Kentucky
1475,NUHEALTH SUPPLEMENTS,3001 BLAKE JAMES DR.,Lexington,Kentucky
1478,NUTTER TRAINING CENTER,1540 UNIVERSITY DR,Lexington,Kentucky
1479,OASIS MEDITERRANIAN  CAFE,868 -B E HIGH ST,Lexington,Kentucky
1480,O'CHARLEY'S #209,2895 RICHMOND ROAD,Lexington,Kentucky
1481,O'CHARLEY'S #212,2270 NICHOLASVILLE ROAD,Lexington,Kentucky
1482,OFF THE HOOKAH,504 EUCLID AVENUE,Lexington,Kentucky
1483,OFFICE LOUNGE,1533 EASTLAND PARKWAY,Lexington,Kentucky
1486,OLD CHICAGO,1924 PAVILLION WAY,Lexington,Kentucky
1487,"OLD SAN JUAN, CUBAN CUISINE",247 SURFSIDE DR.,Lexington,Kentucky
1491,OLE' HOOKERS BAR,205 S LIMESTONE ST.,Lexington,Kentucky
1492,OLEIKA SHRINE TEMPLE,326 SOUTHLAND DRIVE,Lexington,Kentucky
1493,OLIVE GARDEN ITAL. REST. #1320,3385 NICHOLASVILLE ROAD,Lexington,Kentucky
1494,ONE WORLD ICE CREAM,399 WALLER AVENUE STE. 130,Lexington,Kentucky
1495,O'NEILL'S,2051 RICHMOND ROAD,Lexington,Kentucky
1496,ORANGE LEAF - SELF SERVE FROZE,"152 WEST TIVERTON WAY, STE 170",Lexington,Kentucky
1497,ORIENTAL SUPER MART INC.,2220 NICHOLASVILLE RD STE 118,Lexington,Kentucky
1499,ORIGINAL GREAT AMERICAN COOKIES,3401 NICHOLASVILLE ROAD #134,Lexington,Kentucky
1500,OSCAR DIGGS,155 N. LIMESTONE,Lexington,Kentucky
1501,O'SHIMI SUSHI,"1093 S BROADWAY, STE 1150",Lexington,Kentucky
1504,OUR HOUSE @ THE PINNACLE CHILDCARE,4269 SARON DR.,Lexington,Kentucky
1505,OUR MAGIC YEARS CHILDCARE,1016-1020 N LIMESTONE ST,Lexington,Kentucky
1507,OUTBACK STEAKHOUSE #1812,"127 W. TIVERTON DR., STE 184",Lexington,Kentucky
1508,OUTBACK STEAKHOUSE #1895,1957 BRYANT ROAD,Lexington,Kentucky
1510,OWL HOOT SHOP,650 KENNEDY RD,Lexington,Kentucky
1514,P L DUNBAR HIGH SCHOOL,1600 MAN-O-WAR BLVD,Lexington,Kentucky
1515,P.F. CHANG'S CHINA BISTRO,3405 NICHOLASVILLE ROAD,Lexington,Kentucky
1517,PAISANO'S RESTAURANT,2417 NICHOLASVILLE ROAD,Lexington,Kentucky
1519,PALMER'S FRESH GRILL,161 LEXINGTON GREEN CIRCLE #C8,Lexington,Kentucky
1520,PANADERIA AGUASCALIENTES (BAKERY),1400 ALEXANDRIA DR,Lexington,Kentucky
1521,PANADERIA TORREON,1930 OXFORD CIRCLE,Lexington,Kentucky
1523,PANCHITOS ICE CREAM #2,481 W NEW CIRCLE RD STE 155,Lexington,Kentucky
1524,PANCHITOS TACO EXPRESS,2729 TRAILWOOD LANE,Lexington,Kentucky
1525,PANDA CUISINE,2358 NICHOLASVILLE ROAD #115,Lexington,Kentucky
1527,PANDA EXPRESS,160 AVENUE OF CHAMPIONS,Lexington,Kentucky
1528,PANDA EXPRESS #2113,2433 NICHOLASVILLE RD,Lexington,Kentucky
1530,PANDA EXPRESS #2625,2399 RICHMOND RD,Lexington,Kentucky
1531,PANERA BREAD #1018,2230 NICHOLASVILLE RD,Lexington,Kentucky
1532,PANERA BREAD #1176,3705 PALOMAR CENTRE DRIVE,Lexington,Kentucky
1533,PANERA BREAD #7015,"120 E MAIN STREET, SUITE 105",Lexington,Kentucky
1534,PANERA BREAD #825,2573 RICHMOND RD STE 100,Lexington,Kentucky
1535,PAPA JOHNS  # 18,265 AVENUE OF CHAMPIONS,Lexington,Kentucky
1537,PAPA JOHN'S #29,4250 SARON DR,Lexington,Kentucky
1539,PAPA JOHN'S #4861,400 HILLTOP AVE,Lexington,Kentucky
1540,PAPA JOHN'S PIZZA #1449,"1610 LEESTOWN ROAD, SUITE 11",Lexington,Kentucky
1542,PAPA JOHN'S PIZZA #32,1650 BRYAN STATION RD #105,Lexington,Kentucky
1544,PAPA JOHN'S PIZZA #40,2937 RICHMOND RD,Lexington,Kentucky
1545,PAPA JOHN'S PIZZA #54,3735 HARRODSBURG RD #240,Lexington,Kentucky
1546,PAPA JOHN'S PIZZA #88,2467 NICHOLASVILLE RD.,Lexington,Kentucky
1547,PAPA MURPHY'S,"3165 BEAUMONT CENTER CIRLE, SUITE 160",Lexington,Kentucky
1548,PAPI'S MEXICAN RESTAURANT & BAR,818 EUCLID AVE,Lexington,Kentucky
1549,PAQUITOS ICE CREAM,1388 ALEXANDERIA DR STE 5,Lexington,Kentucky
1550,PARADIES SHOPS #9370,"4000 TERMINAL DR., STE 122",Lexington,Kentucky
1552,PARKETTE,1230 NEW CIRCLE RD NE,Lexington,Kentucky
1555,PARKHILL SUBWAY,3120 PIMLICO PKWY    # 144,Lexington,Kentucky
1556,PARLAY SOCIAL,249 W SHORT ST. #101,Lexington,Kentucky
1557,PASTA GARAGE,962 DELAWARE AVE,Lexington,Kentucky
1558,PASTURE BY MARKSBURY FARM,"119 MARION, STE 180",Lexington,Kentucky
1559,PATCHEN PUB,153 PATCHEN DR #29,Lexington,Kentucky
1560,PAZZO'S,385 S LIMESTONE,Lexington,Kentucky
1564,PEARL'S,133 N LIMESTONE,Lexington,Kentucky
1565,PEKING CAFE,3181 BEAUMONT CTR.CIR. #104,Lexington,Kentucky
1566,PENN STATION,2121 RICHMOND RD STE. 100 - IDLE HR CTR,Lexington,Kentucky
1574,PEPE'S MEXICAN RESTAURANT,3280 EAGLE VIEW LANE,Lexington,Kentucky
1576,PEPPERS MEXICAN GRILL,4000 TERMINAL DR,Lexington,Kentucky
1577,PETE'S WOK,537 A WALLER AVENUE,Lexington,Kentucky
1578,PHILLIP'S GROCERY & DELI,553 SOUTH LIMESTONE,Lexington,Kentucky
1580,PHO BC,171 WEST LOWRY LANE STE 176,Lexington,Kentucky
1582,PHO SAIGON,1555 E NEW CIRCLE RD #162,Lexington,Kentucky
1583,PICADOME ELEMENTARY SCHOOL,1642 HARRODSBURG RD,Lexington,Kentucky
1584,PIES AND PINTS,401 W MAIN ST. SUITE 106,Lexington,Kentucky
1585,PIETANA,210 ROSEMONT GARDEN,Lexington,Kentucky
1587,PINE MEADOWS HEALTH CARE,1608 HILL RISE DRIVE,Lexington,Kentucky
1588,PINOT'S PALETTE,3851 MALL RD #110,Lexington,Kentucky
1589,PIVOT BREWING COMPANY,1400 DELAWARE AVE,Lexington,Kentucky
1590,PIZZA HUT # 2969,"3094 RICHMOND ROAD, SUITE D-1",Lexington,Kentucky
1591,PIZZA HUT #2966,393 WALLER AVE,Lexington,Kentucky
1592,PIZZA HUT #2967,1650 BRYAN STATION RD #118,Lexington,Kentucky
1593,PIZZA HUT #2970,3630 BOSTON ROAD,Lexington,Kentucky
1594,PIZZA HUT #2972,4240 SARON DR. #B,Lexington,Kentucky
1595,PLANET THAI,2417 NICHOLASVILLE ROAD,Lexington,Kentucky
1597,PLATINUM PLUS,1101 EAST NEW CIRCLE ROAD,Lexington,Kentucky
1598,POPCORN PARADISE,724 NATIONAL AVENUE,Lexington,Kentucky
1599,POPEYE'S LOUISIANA KITCHEN,115 E NEW CIRCLE RD,Lexington,Kentucky
1600,PORTER HOUSE BBQ,4135 WINNEPEG CT,Lexington,Kentucky
1601,PORTOFINO,"249 E MAIN ST, STE 102",Lexington,Kentucky
1603,PREFERIDA SUPERMARKET,1801 ALEXANDRIA DR. # 172,Lexington,Kentucky
1605,"PRESS JUICE BAR & CAFE, THE",191 KENTUCKY AVE.,Lexington,Kentucky
1607,PRINCE HOOKAH,555 S LIMESTONE,Lexington,Kentucky
1609,PRO SHAKES NUTRITION,340 E. NEW CIRCLE RD #130,Lexington,Kentucky
1610,PROUD MARY,9079 OLD RICHMOND ROAD,Lexington,Kentucky
1612,PROVISION LIVING AT BEAUMONT CENTRE,1165 MONARCH STREET,Lexington,Kentucky
1614,PUCCINI'S,3801 DYLAN PL. STE 150,Lexington,Kentucky
1618,PUCCINI'S PIZZA,833 CHEVY CHASE PLACE,Lexington,Kentucky
1620,PUDDLE JUMPERS LEARNING CENTER,1940 CAMBRIDGE DR.,Lexington,Kentucky
1622,PURPLE CONCOURSE #3,430 WEST VINE STREET,Lexington,Kentucky
1623,PURPLE CONCOURSE #4,430 W VINE STREET,Lexington,Kentucky
1624,QDOBA MEXICAN GRILL #2080,2630 RICHMOND ROAD,Lexington,Kentucky
1626,QDOBA MEXICAN GRILL #2086,265 EUCLID AVENUE,Lexington,Kentucky
1627,QDOBA MEXICAN GRILL #2294,2337 SIR BARTON WAY,Lexington,Kentucky
1630,QDOBA MEXICAN GRILL #2521,101 E. TIVERTON WAY,Lexington,Kentucky
1631,QDOBA MEXICAN GRILL #2524,3735 PALOMAR DR #65,Lexington,Kentucky
1632,QUALITY INN,2381 BUENA VISTA RD,Lexington,Kentucky
1634,QUEST COMMUNITY CHURCH COFFEE SHOP,410 SPORTING CT.,Lexington,Kentucky
1635,QUIET PLEASE,269 W MAIN ST 1ST FLR G,Lexington,Kentucky
1636,QUINN CHAPEL CHILD CARE CENTER,744 CHARLES AVENUE,Lexington,Kentucky
1638,R & R ENTERTAINMENT DBA SQUIRES TAVERN,3429 BUCKHORN DR #3,Lexington,Kentucky
1639,RAFFERTY'S,1865 ALYSHEBA WAY,Lexington,Kentucky
1641,RAFSKELLER @ TRANSYLVANIA UNIVERSITY,300 N BROADWAY,Lexington,Kentucky
1643,RAISING CANE'S,2030 HARRODSBURG RD,Lexington,Kentucky
1644,RAISING CANE'S CHICKEN FINGERS,2555 NICHOLASVILLE ROAD,Lexington,Kentucky
1648,RALLY'S,4171 TATES CREEK CENTRE DR,Lexington,Kentucky
1649,RALLY'S # 25,410 GEORGETOWN ROAD,Lexington,Kentucky
1651,RALLY'S #23,2975 RICHMOND ROAD,Lexington,Kentucky
1653,RALLY'S #27,125 NEW CIRCLE RD NE,Lexington,Kentucky
1657,RAMSEY'S,3090 HELMSDALE PLACE,Lexington,Kentucky
1660,RAMSEY'S COMMISSARY,938 WINCHESTER ROAD,Lexington,Kentucky
1662,RAMSEY'S RESTAURANT,151 W ZANDALE DR STE 100,Lexington,Kentucky
1664,RAMSEY'S TC,4053 S #35 TATES CREEK ROAD,Lexington,Kentucky
1665,RANADA'S BISTRO & BAR,400 OLD VINE ST #108,Lexington,Kentucky
1666,RED CORNER STAND,430 WEST VINE STREET,Lexington,Kentucky
1667,RED CUSTARD A,430 W. VINE ST.,Lexington,Kentucky
1668,RED CUSTARD B,430 W. VINE ST.,Lexington,Kentucky
1669,"RED LIGHT, THE",780 N LIMESTONE STREET,Lexington,Kentucky
1671,RED LOBSTER #0188,2550 NICHOLASVILLE RD,Lexington,Kentucky
1672,RED MILE - WAGERS,1101 WINBAK WAY,Lexington,Kentucky
1673,RED MILE FINISH LINE,1101 WINBAK WAY,Lexington,Kentucky
1674,"RED STATE BARBECUE, RED PHOENIX LLC, DBA",4020 GEORGETOWN RD,Lexington,Kentucky
1676,REDI-MART/MARATHON,1970 PLEASANT RIDGE,Lexington,Kentucky
1680,RESIDENCE INN,1080 NEWTOWN PIKE,Lexington,Kentucky
1682,RESTAURANT AGUASCALIENTES,1400 ALEXANDRIA DRIVE # A,Lexington,Kentucky
1683,REVIVE LIFE HOUSE,185 ELM TREE LANE,Lexington,Kentucky
1684,RICHMOND PLACE,3051 RIO DOSA DRIVE,Lexington,Kentucky
1686,RICHMOND PLACE REHAB & HEALTH,2770 PALUMBO DR,Lexington,Kentucky
1687,RIDGE BEHAVIORAL HEALTH,3050 RIO DOSA DR,Lexington,Kentucky
1688,RISE UP! PIZZA,175 E. LOUDON AVE #2,Lexington,Kentucky
1689,RISING ROLL,506 ADMINISTRATION DR,Lexington,Kentucky
1690,"ROASTERY, THE",529 W MAIN ST.,Lexington,Kentucky
